short_name_stocks,ticker_stocks_yf,ticker_stocks,secteur_activite,pays_stocks,place_boursiere,capitalisation_boursiere,nom_indice,ticker_indice_yf,nombres_entreprises,ponderation
ACCIONES IBERDROLA,IBE.MC,IBE,Utilities,Spain,MCE,141231570944,STOXX 50,^STOXX50E,50,2.44
AXA,CS.PA,CS,Financial Services,France,PAR,88488722432,STOXX 50,^STOXX50E,50,1.53
BANCO SANTANDER S.A.,SAN.MC,SAN,Financial Services,Spain,MCE,173700808704,STOXX 50,^STOXX50E,50,3.0
INTESA SANPAOLO,ISP.MI,ISP,Financial Services,Italy,MIL,104520318976,STOXX 50,^STOXX50E,50,1.81
FERRARI,RACE.MI,RACE,Consumer Cyclical,Italy,MIL,58321510400,STOXX 50,^STOXX50E,50,1.01
BNP PARIBAS ACT.A,BNP.PA,BNP,Financial Services,France,PAR,111437922304,STOXX 50,^STOXX50E,50,1.93
MUENCHENER RUECKVERS.-GES. AG N,MUV2.DE,MUV2,Financial Services,Germany,GER,62790901760,STOXX 50,^STOXX50E,50,1.09
UNICREDIT,UCG.MI,UCG,Financial Services,Italy,MIL,117884461056,STOXX 50,^STOXX50E,50,2.04
ENEL,ENEL.MI,ENEL,Utilities,Italy,MIL,98855550976,STOXX 50,^STOXX50E,50,1.71
BANCO BILBAO VIZCAYA ARGENTARIA,BBVA.MC,BBVA,Financial Services,Spain,MCE,121777061888,STOXX 50,^STOXX50E,50,2.1
VINCI,DG.PA,DG,Industrials,France,PAR,68757495808,STOXX 50,^STOXX50E,50,1.19
Mercedes-Benz Group AG        N,MBG.DE,MBG,Consumer Cyclical,Germany,GER,41921490944,STOXX 50,^STOXX50E,50,0.72
ING GROEP N.V.,INGA.AS,INGA,Financial Services,Netherlands,AMS,79089205248,STOXX 50,^STOXX50E,50,1.37
VOLKSWAGEN AG                 V,VOW3.DE,VOW3,Consumer Cyclical,Germany,GER,35060592640,STOXX 50,^STOXX50E,50,0.61
BAYERISCHE MOTOREN WERKE AG   S,BMW.DE,BMW,Consumer Cyclical,Germany,GER,35334864896,STOXX 50,^STOXX50E,50,0.61
ADYEN,ADYEN.AS,ADYEN,Technology,Netherlands,AMS,26784112640,STOXX 50,^STOXX50E,50,0.46
adidas AG                     N,ADS.DE,ADS,Consumer Cyclical,Germany,GER,32100155392,STOXX 50,^STOXX50E,50,0.55
SAINT GOBAIN,SGO.PA,SGO,Industrials,France,PAR,38435962880,STOXX 50,^STOXX50E,50,0.66
DEUTSCHE BOERSE AG            N,DB1.DE,DB1,Financial Services,Germany,GER,43541528576,STOXX 50,^STOXX50E,50,0.75
DANONE,BN.PA,BN,Consumer Defensive,France,PAR,46360748032,STOXX 50,^STOXX50E,50,0.8
INFINEON TECHNOLOGIES AG      N,IFX.DE,IFX,Technology,Germany,GER,101231026176,STOXX 50,^STOXX50E,50,1.75
BASF SE                       N,BAS.DE,BAS,Basic Materials,Germany,GER,41381998592,STOXX 50,^STOXX50E,50,0.72
ENI,ENI.MI,ENI,Energy,Italy,MIL,58656202752,STOXX 50,^STOXX50E,50,1.01
WOLTERS KLUWER,WKL.AS,WKL,Industrials,Netherlands,AMS,12771862528,STOXX 50,^STOXX50E,50,0.22
DEUTSCHE POST AG              N,DHL.DE,DHL,Industrials,Germany,GER,60260057088,STOXX 50,^STOXX50E,50,1.04
Nordea Bank Abp,NDA-SE.ST,NDA-SE,Financial Services,Finland,STO,619529699328,STOXX 50,^STOXX50E,50,10.71
STELLANTIS NV,STLAP.PA,STLAP,Consumer Cyclical,Netherlands,PAR,14907677696,STOXX 50,^STOXX50E,50,0.26
KONINKLIJKE AHOLD DELHAIZE N.V.,AD.AS,AD,Consumer Defensive,Netherlands,AMS,30999166976,STOXX 50,^STOXX50E,50,0.54
KERING,KER.PA,KER,Consumer Cyclical,France,PAR,30133706752,STOXX 50,^STOXX50E,50,0.52
PERNOD RICARD,RI.PA,RI,Consumer Defensive,France,PAR,15606877184,STOXX 50,^STOXX50E,50,0.27
Nokia Corporation,NOKIA.HE,NOKIA,Technology,Finland,HEL,63557152768,STOXX 50,^STOXX50E,50,1.1
Bayer AG                      N,BAYN.DE,BAYN,Healthcare,Germany,GER,48138780672,STOXX 50,^STOXX50E,50,0.83
